Site,Date,Quad,Size,Sex,Eggs
Bristol,7/2/20,3,16.3,M,0
Scituate,7/13/20,3,16.3,M,0
Bristol,7/16/20,3,16.3,F,0
Bristol,7/30/20,1,16.3,F,0
Bristol,7/30/20,1,16.3,F,0
Bristol,7/30/20,2,16.3,F,0
Bristol,7/30/20,2,16.3,F,0
Bristol,7/30/20,3,16.3,M,0
Scituate,8/10/20,2,16.3,F,1
Bristol,8/20/20,2,16.3,M,0
Bristol,8/20/20,2,16.3,M,0
Bristol,8/20/20,3,16.3,M,0
Bristol,9/3/20,1,16.3,M,0
Bristol,9/3/20,1,16.3,F,0
Bristol,9/3/20,2,16.3,M,0
Bristol,9/3/20,3,16.3,M,0
Bristol,9/19/20,2,16.3,F,0
Bristol,9/19/20,3,16.3,F,0
Bristol,9/19/20,3,16.3,F,0
Scituate,9/20/20,1,16.3,F,0
Bristol,10/3/20,2,16.3,M,0
Bristol,10/3/20,2,16.3,F,0
Bristol,10/3/20,3,16.3,M,0
Bristol,10/3/20,3,16.3,F,0
Bristol,10/3/20,3,16.3,F,0
Bristol,10/17/20,1,16.3,F,0
Bristol,10/17/20,1,16.3,F,0
Bristol,10/17/20,2,16.3,M,0
Bristol,10/17/20,2,16.3,F,0
Bristol,10/17/20,2,16.3,F,0
Bristol,10/17/20,2,16.3,F,0
Bristol,10/17/20,3,16.3,M,0
Bristol,10/17/20,3,16.3,M,0
Bristol,10/17/20,3,16.3,M,0
Bristol,10/17/20,3,16.3,F,0
Bristol,10/17/20,3,16.3,F,0
Bristol,10/17/20,3,16.3,F,0
Bristol,10/17/20,3,16.3,F,0
Scituate,10/19/20,1,16.3,F,0
Scituate,10/19/20,2,16.3,M,0
Scituate,5/4/20,3,16.2,M,0
Bristol,6/4/20,1,16.2,F,1
Bristol,6/4/20,2,16.2,M,0
Scituate,6/15/20,1,16.2,F,1
Bristol,6/18/20,1,16.2,F,1
Bristol,6/18/20,2,16.2,F,0
Bristol,6/18/20,2,16.2,F,0
Bristol,6/18/20,2,16.2,F,0
Bristol,6/18/20,2,16.2,M,0
Bristol,6/18/20,2,16.2,M,0
Bristol,6/18/20,2,16.2,M,0
Bristol,6/18/20,3,16.2,F,1
Bristol,6/18/20,3,16.2,F,0
Bristol,6/18/20,3,16.2,M,0
Bristol,6/18/20,3,16.2,M,0
Bristol,6/18/20,3,16.2,M,0
Bristol,7/2/20,1,16.2,F,0
Bristol,7/2/20,2,16.2,F,0
Bristol,7/2/20,3,16.2,M,0
Scituate,7/13/20,1,16.2,F,0
Scituate,7/13/20,2,16.2,F,0
Bristol,7/16/20,1,16.2,F,0
Bristol,7/16/20,1,16.2,M,0
Bristol,7/16/20,2,16.2,F,0
Bristol,7/16/20,3,16.2,F,0
Bristol,7/16/20,3,16.2,M,0
Bristol,7/16/20,3,16.2,M,0
Bristol,7/30/20,1,16.2,F,0
Bristol,7/30/20,1,16.2,M,0
Bristol,7/30/20,2,16.2,F,0
Bristol,7/30/20,2,16.2,F,0
Bristol,7/30/20,2,16.2,F,0
Bristol,7/30/20,2,16.2,M,0
Bristol,7/30/20,2,16.2,M,0
Bristol,7/30/20,3,16.2,F,0
Bristol,8/20/20,1,16.2,M,0
Bristol,8/20/20,1,16.2,F,1
Bristol,8/20/20,2,16.2,F,0
Bristol,8/20/20,2,16.2,M,0
Bristol,8/20/20,2,16.2,F,1
Bristol,8/20/20,2,16.2,M,0
Bristol,8/20/20,3,16.2,M,0
Bristol,8/20/20,3,16.2,M,0
Bristol,8/20/20,3,16.2,M,0
Scituate,9/2/20,2,16.2,F,0
Scituate,9/2/20,3,16.2,F,0
Bristol,9/3/20,1,16.2,M,0
Bristol,9/3/20,1,16.2,M,0
Bristol,9/3/20,1,16.2,M,0
Bristol,9/3/20,1,16.2,M,0
Bristol,9/3/20,1,16.2,F,0
Bristol,9/3/20,2,16.2,M,0
Bristol,9/3/20,2,16.2,M,0
Bristol,9/3/20,2,16.2,M,0
Bristol,9/3/20,3,16.2,M,0
Bristol,9/3/20,3,16.2,M,0
Bristol,9/19/20,2,16.2,M,0
Scituate,9/20/20,1,16.2,M,0
Scituate,9/20/20,3,16.2,F,0
Bristol,10/3/20,1,16.2,M,0
Bristol,10/3/20,1,16.2,M,0
Bristol,10/3/20,2,16.2,F,0
Bristol,10/3/20,3,16.2,F,0
Bristol,10/17/20,2,16.2,F,0
Bristol,10/17/20,2,16.2,M,0
Bristol,10/17/20,3,16.2,M,0
Bristol,10/17/20,3,16.2,M,0
Bristol,10/17/20,3,16.2,M,0
Bristol,10/17/20,3,16.2,F,0
Scituate,10/19/20,1,16.2,M,0
Scituate,4/14/20,3,16.1,M,0
Scituate,4/14/20,3,16.1,M,0
Scituate,6/1/20,1,16.1,M,0
Bristol,6/4/20,1,16.1,F,1
Bristol,6/4/20,1,16.1,F,1
Bristol,6/4/20,1,16.1,M,0
Bristol,6/4/20,3,16.1,F,0
Scituate,6/15/20,1,16.1,F,1
Scituate,6/15/20,3,16.1,M,0
Bristol,6/18/20,1,16.1,F,0
Bristol,6/18/20,1,16.1,F,0
Bristol,6/18/20,1,16.1,F,0
Bristol,6/18/20,1,16.1,F,1
Bristol,6/18/20,1,16.1,F,1
Bristol,6/18/20,1,16.1,F,1
Bristol,6/18/20,1,16.1,F,1
Bristol,6/18/20,1,16.1,F,0
Bristol,6/18/20,1,16.1,M,0
Bristol,6/18/20,1,16.1,M,0
Bristol,6/18/20,1,16.1,M,0
Bristol,6/18/20,2,16.1,M,0
Bristol,6/18/20,3,16.1,F,0
Bristol,6/18/20,3,16.1,M,0
Bristol,6/18/20,3,16.1,M,0
Bristol,6/18/20,3,16.1,M,0
Bristol,6/18/20,3,16.1,M,0
Bristol,7/2/20,1,16.1,M,0
Bristol,7/2/20,1,16.1,M,0
Bristol,7/2/20,2,16.1,F,1
Bristol,7/2/20,2,16.1,M,0
Bristol,7/2/20,3,16.1,M,0
Scituate,7/13/20,2,16.1,F,0
Bristol,7/16/20,1,16.1,M,0
Bristol,7/16/20,2,16.1,F,0
Bristol,7/16/20,3,16.1,F,0
Scituate,7/27/20,1,16.1,F,1
Bristol,7/30/20,1,16.1,F,0
Bristol,7/30/20,1,16.1,M,0
Bristol,7/30/20,2,16.1,F,0
Bristol,7/30/20,2,16.1,F,0
Bristol,7/30/20,2,16.1,F,0
Bristol,7/30/20,2,16.1,F,0
Bristol,7/30/20,2,16.1,M,0
Bristol,7/30/20,3,16.1,F,1
Bristol,7/30/20,3,16.1,M,0
Scituate,8/10/20,2,16.1,M,0
Scituate,8/10/20,3,16.1,F,0
Bristol,8/20/20,1,16.1,F,1
Bristol,8/20/20,1,16.1,F,0
Bristol,8/20/20,2,16.1,F,0
Bristol,8/20/20,2,16.1,F,1
Bristol,8/20/20,2,16.1,F,1
Bristol,8/20/20,3,16.1,F,1
Bristol,8/20/20,3,16.1,F,0
Bristol,8/20/20,3,16.1,M,0
Bristol,8/20/20,3,16.1,M,0
Bristol,8/20/20,3,16.1,M,0
Bristol,8/20/20,3,16.1,F,1
Bristol,8/20/20,3,16.1,F,1
Scituate,8/21/20,2,16.1,M,0
Scituate,9/2/20,1,16.1,F,1
Bristol,9/3/20,1,16.1,M,0
Bristol,9/3/20,1,16.1,M,0
Bristol,9/3/20,1,16.1,M,0
Bristol,9/3/20,2,16.1,M,0
Bristol,9/3/20,2,16.1,M,0
Bristol,9/3/20,2,16.1,M,0
Bristol,9/3/20,2,16.1,M,0
Bristol,9/3/20,3,16.1,M,0
Bristol,9/3/20,3,16.1,M,0
Bristol,9/3/20,3,16.1,M,0
Bristol,9/3/20,3,16.1,M,0
Bristol,9/19/20,1,16.1,M,0
Bristol,9/19/20,2,16.1,M,0
Bristol,9/19/20,2,16.1,F,0
Bristol,9/19/20,2,16.1,F,0
Bristol,9/19/20,3,16.1,M,0
Bristol,9/19/20,3,16.1,M,0
Bristol,9/19/20,3,16.1,M,0
Bristol,9/19/20,3,16.1,F,0
Bristol,9/19/20,3,16.1,F,0
Bristol,10/3/20,1,16.1,M,0
Bristol,10/3/20,2,16.1,M,0
Bristol,10/3/20,2,16.1,M,0
Bristol,10/3/20,2,16.1,F,0
Bristol,10/3/20,3,16.1,M,0
Bristol,10/3/20,3,16.1,M,0
Bristol,10/3/20,3,16.1,M,0
Bristol,10/3/20,3,16.1,F,0
Bristol,10/3/20,3,16.1,F,0
Bristol,10/17/20,1,16.1,M,0
Bristol,10/17/20,1,16.1,M,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,1,16.1,F,0
Bristol,10/17/20,2,16.1,M,0
Bristol,10/17/20,2,16.1,M,0
Bristol,10/17/20,2,16.1,M,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,2,16.1,F,0
Bristol,10/17/20,3,16.1,F,0
Bristol,10/17/20,3,16.1,F,0
Bristol,10/17/20,3,16.1,F,0
Bristol,10/17/20,3,16.1,M,0
Bristol,10/17/20,3,16.1,M,0
Bristol,10/17/20,3,16.1,M,0
Bristol,10/17/20,3,16.1,F,0
Bristol,10/17/20,3,16.1,F,0
Bristol,10/17/20,3,16.1,F,0
Scituate,4/14/20,3,16,F,0
Bristol,5/19/20,2,16,F,0
Bristol,6/4/20,1,16,F,1
Bristol,6/4/20,1,16,F,1
Bristol,6/4/20,1,16,F,1
Bristol,6/4/20,1,16,F,1
Bristol,6/4/20,1,16,M,0
Bristol,6/4/20,1,16,M,0
Bristol,6/4/20,1,16,M,0
Bristol,6/4/20,1,16,M,0
Bristol,6/4/20,1,16,M,0
Bristol,6/4/20,2,16,F,0
Bristol,6/4/20,2,16,M,0
Scituate,6/15/20,2,16,F,1
Scituate,6/15/20,2,16,F,1
Bristol,6/18/20,1,16,M,0
Bristol,6/18/20,1,16,M,0
Bristol,6/18/20,1,16,M,0
Bristol,6/18/20,2,16,F,1
Bristol,6/18/20,2,16,F,1
Bristol,6/18/20,2,16,F,0
Bristol,6/18/20,2,16,M,0
Bristol,6/18/20,2,16,M,0
Bristol,6/18/20,3,16,F,1
Bristol,6/18/20,3,16,M,0
Bristol,6/18/20,3,16,M,0
Bristol,6/18/20,3,16,M,0
Scituate,6/29/20,1,16,M,0
Bristol,7/2/20,1,16,F,1
Bristol,7/2/20,1,16,M,0
Bristol,7/2/20,1,16,M,0
Bristol,7/2/20,3,16,F,0
Bristol,7/2/20,3,16,M,0
Bristol,7/16/20,1,16,M,0
Bristol,7/16/20,1,16,M,0
Bristol,7/16/20,1,16,M,0
Bristol,7/16/20,2,16,F,0
Bristol,7/16/20,2,16,F,0
Bristol,7/16/20,2,16,M,0
Bristol,7/16/20,3,16,F,0
Bristol,7/16/20,3,16,F,0
Bristol,7/16/20,3,16,M,0
Bristol,7/16/20,3,16,M,0
Bristol,7/30/20,1,16,F,0
Bristol,7/30/20,1,16,F,0
Bristol,7/30/20,1,16,F,0
Bristol,7/30/20,1,16,M,0
Bristol,7/30/20,2,16,F,0
Bristol,7/30/20,2,16,F,0
Bristol,7/30/20,2,16,M,0
Bristol,7/30/20,3,16,F,0
Bristol,7/30/20,3,16,F,0
Bristol,7/30/20,3,16,F,0
Bristol,7/30/20,3,16,M,0
Bristol,7/30/20,3,16,M,0
Bristol,7/30/20,3,16,M,0
Bristol,8/20/20,1,16,F,1
Bristol,8/20/20,2,16,M,0
Bristol,8/20/20,2,16,M,0
Bristol,8/20/20,2,16,F,1
Bristol,8/20/20,2,16,F,1
Bristol,8/20/20,3,16,M,0
Bristol,8/20/20,3,16,F,1
Bristol,8/20/20,3,16,F,1
Scituate,9/2/20,1,16,M,0
Scituate,9/2/20,2,16,M,0
Bristol,9/3/20,1,16,M,0
Bristol,9/3/20,1,16,F,0
Bristol,9/3/20,1,16,F,0
Bristol,9/3/20,1,16,M,0
Bristol,9/3/20,1,16,M,0
Bristol,9/3/20,1,16,F,1
Bristol,9/3/20,1,16,F,0
Bristol,9/3/20,1,16,F,1
Bristol,9/3/20,2,16,M,0
Bristol,9/3/20,2,16,M,0
Bristol,9/3/20,2,16,F,0
Bristol,9/3/20,3,16,M,0
Bristol,9/3/20,3,16,M,0
Bristol,9/3/20,3,16,M,0
Bristol,9/19/20,2,16,F,1
Bristol,9/19/20,2,16,F,0
Bristol,9/19/20,2,16,F,0
Bristol,9/19/20,2,16,F,0
Bristol,9/19/20,2,16,F,0
Bristol,9/19/20,2,16,M,0
Bristol,9/19/20,2,16,M,0
Bristol,9/19/20,2,16,F,0
Bristol,9/19/20,3,16,M,0
Bristol,9/19/20,3,16,M,0
Bristol,9/19/20,3,16,F,0
Bristol,9/19/20,3,16,F,0
Bristol,10/3/20,1,16,M,0
Bristol,10/3/20,1,16,M,0
Bristol,10/3/20,2,16,M,0
Bristol,10/3/20,3,16,F,0
Bristol,10/3/20,3,16,F,0
Bristol,10/17/20,1,16,F,0
Bristol,10/17/20,1,16,F,0
Bristol,10/17/20,1,16,F,0
Bristol,10/17/20,1,16,F,0
Bristol,10/17/20,2,16,M,0
Bristol,10/17/20,2,16,M,0
Bristol,10/17/20,2,16,M,0
Bristol,10/17/20,2,16,F,0
Bristol,10/17/20,2,16,M,0
Bristol,10/17/20,2,16,M,0
Bristol,10/17/20,2,16,F,0
Bristol,10/17/20,2,16,F,0
Bristol,10/17/20,2,16,F,0
Bristol,10/17/20,2,16,F,0
Bristol,10/17/20,3,16,M,0
Bristol,10/17/20,3,16,M,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,M,0
Bristol,10/17/20,3,16,M,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Bristol,10/17/20,3,16,F,0
Scituate,5/18/20,3,15.9,F,0
Bristol,5/19/20,3,15.9,F,0
Scituate,6/1/20,1,15.9,M,0
Bristol,6/4/20,1,15.9,F,1
Bristol,6/4/20,2,15.9,M,0
Bristol,6/18/20,1,15.9,F,1
Bristol,6/18/20,2,15.9,F,0
Bristol,6/18/20,2,15.9,F,1
Bristol,6/18/20,2,15.9,F,0
Bristol,6/18/20,3,15.9,M,0
Bristol,7/2/20,3,15.9,M,0
Scituate,7/13/20,2,15.9,M,0
Bristol,7/16/20,2,15.9,F,0
Bristol,7/16/20,3,15.9,F,0
Bristol,7/16/20,3,15.9,F,0
Bristol,7/16/20,3,15.9,F,0
Bristol,7/30/20,1,15.9,F,0
Bristol,7/30/20,1,15.9,F,0
Bristol,7/30/20,1,15.9,F,0
Bristol,7/30/20,1,15.9,F,0
Bristol,7/30/20,1,15.9,F,0
Bristol,7/30/20,3,15.9,F,1
Bristol,7/30/20,3,15.9,F,0
Bristol,8/20/20,1,15.9,F,1
Bristol,8/20/20,1,15.9,F,1
Bristol,8/20/20,2,15.9,M,0
Bristol,8/20/20,2,15.9,M,0
Bristol,8/20/20,2,15.9,F,0
Bristol,8/20/20,2,15.9,M,0
Bristol,8/20/20,2,15.9,M,0
Bristol,8/20/20,3,15.9,M,0
Bristol,8/20/20,3,15.9,M,0
Bristol,8/20/20,3,15.9,F,1
Bristol,8/20/20,3,15.9,F,1
Bristol,8/20/20,3,15.9,M,0
Bristol,8/20/20,3,15.9,M,0
Bristol,8/20/20,3,15.9,M,0
Bristol,8/20/20,3,15.9,F,1
Bristol,8/20/20,3,15.9,F,1
Scituate,8/21/20,3,15.9,M,0
Scituate,9/2/20,1,15.9,M,0
Scituate,9/2/20,3,15.9,F,0
Bristol,9/3/20,1,15.9,F,1
Bristol,9/3/20,1,15.9,M,0
Bristol,9/3/20,2,15.9,M,0
Bristol,9/3/20,3,15.9,M,0
Bristol,9/3/20,3,15.9,F,0
Bristol,9/19/20,1,15.9,M,0
Bristol,9/19/20,2,15.9,M,0
Bristol,9/19/20,2,15.9,M,0
Bristol,9/19/20,3,15.9,F,0
Bristol,10/3/20,1,15.9,M,0
Bristol,10/3/20,3,15.9,M,0
Bristol,10/3/20,3,15.9,M,0
Bristol,10/3/20,3,15.9,M,0
Bristol,10/3/20,3,15.9,M,0
Bristol,10/17/20,1,15.9,M,0
Bristol,10/17/20,1,15.9,F,0
Bristol,10/17/20,1,15.9,F,0
Bristol,10/17/20,2,15.9,M,0
Bristol,10/17/20,2,15.9,M,0
Bristol,10/17/20,2,15.9,F,0
Bristol,10/17/20,3,15.9,M,0
Bristol,10/17/20,3,15.9,M,0
Bristol,10/17/20,3,15.9,F,0
Bristol,10/17/20,3,15.9,F,0
Scituate,10/19/20,2,15.9,F,0
Bristol,5/3/20,3,15.8,M,0
Scituate,5/4/20,1,15.8,M,0
Scituate,5/4/20,1,15.8,M,0
Scituate,5/4/20,2,15.8,F,0
Scituate,5/4/20,2,15.8,M,0
Scituate,5/18/20,2,15.8,F,0
Bristol,5/19/20,2,15.8,F,0
Bristol,6/4/20,1,15.8,F,0
Bristol,6/18/20,1,15.8,M,0
Bristol,6/18/20,1,15.8,M,0
Bristol,6/18/20,2,15.8,F,0
Bristol,6/18/20,3,15.8,F,0
Scituate,6/29/20,1,15.8,F,0
Scituate,6/29/20,2,15.8,F,1
Bristol,7/2/20,1,15.8,M,0
Bristol,7/2/20,2,15.8,M,0
Bristol,7/2/20,3,15.8,F,0
Bristol,7/2/20,3,15.8,F,0
Bristol,7/2/20,3,15.8,M,0
Bristol,7/16/20,1,15.8,F,0
Bristol,7/16/20,1,15.8,F,0
Bristol,7/16/20,1,15.8,M,0
Bristol,7/16/20,1,15.8,M,0
Bristol,7/16/20,2,15.8,F,0
Bristol,7/16/20,2,15.8,F,0
Bristol,7/16/20,3,15.8,F,0
Scituate,7/27/20,1,15.8,M,0
Scituate,7/27/20,3,15.8,F,0
Bristol,7/30/20,1,15.8,F,0
Bristol,7/30/20,1,15.8,M,0
Bristol,7/30/20,2,15.8,F,0
Bristol,7/30/20,3,15.8,F,1
Bristol,7/30/20,3,15.8,M,0
Bristol,8/20/20,1,15.8,M,0
Bristol,8/20/20,1,15.8,F,0
Bristol,8/20/20,1,15.8,F,1
Bristol,8/20/20,1,15.8,F,0
Bristol,8/20/20,1,15.8,F,0
Bristol,8/20/20,1,15.8,F,0
Bristol,8/20/20,2,15.8,M,0
Bristol,8/20/20,2,15.8,F,1
Bristol,8/20/20,2,15.8,F,0
Bristol,8/20/20,2,15.8,F,1
Bristol,8/20/20,2,15.8,F,0
Bristol,8/20/20,2,15.8,F,1
Bristol,8/20/20,2,15.8,M,0
Bristol,8/20/20,3,15.8,F,1
Bristol,8/20/20,3,15.8,F,1
Bristol,8/20/20,3,15.8,F,1
Bristol,8/20/20,3,15.8,F,1
Bristol,8/20/20,3,15.8,F,0
Bristol,8/20/20,3,15.8,M,0
Bristol,8/20/20,3,15.8,M,0
Bristol,8/20/20,3,15.8,F,1
Bristol,8/20/20,3,15.8,F,1
Bristol,9/3/20,1,15.8,F,0
Bristol,9/3/20,2,15.8,M,0
Bristol,9/3/20,2,15.8,M,0
Bristol,9/3/20,2,15.8,M,0
Bristol,9/3/20,2,15.8,F,1
Bristol,9/3/20,3,15.8,M,0
Bristol,9/3/20,3,15.8,M,0
Bristol,9/19/20,2,15.8,M,0
Bristol,9/19/20,2,15.8,M,0
Bristol,9/19/20,2,15.8,M,0
Bristol,9/19/20,2,15.8,F,0
Bristol,9/19/20,2,15.8,M,0
Bristol,9/19/20,3,15.8,M,0
Bristol,10/3/20,1,15.8,F,0
Bristol,10/3/20,1,15.8,M,0
Bristol,10/3/20,2,15.8,M,0
Bristol,10/3/20,2,15.8,F,0
Bristol,10/3/20,3,15.8,M,0
Bristol,10/3/20,3,15.8,M,0
Bristol,10/17/20,1,15.8,F,0
Bristol,10/17/20,1,15.8,F,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,2,15.8,M,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,2,15.8,F,0
Bristol,10/17/20,3,15.8,M,0
Bristol,10/17/20,3,15.8,F,0
Bristol,10/17/20,3,15.8,F,0
Scituate,5/4/20,2,15.7,F,0
Scituate,5/4/20,3,15.7,F,0
Scituate,6/1/20,1,15.7,M,0
Bristol,6/4/20,1,15.7,F,1
Scituate,6/15/20,3,15.7,F,1
Bristol,6/18/20,1,15.7,F,1
Bristol,6/18/20,1,15.7,M,0
Bristol,6/18/20,1,15.7,M,0
Bristol,6/18/20,2,15.7,F,1
Bristol,6/18/20,2,15.7,M,0
Bristol,6/18/20,3,15.7,M,0
Bristol,7/2/20,1,15.7,F,0
Bristol,7/2/20,1,15.7,M,0
Bristol,7/2/20,3,15.7,F,0
Bristol,7/2/20,3,15.7,M,0
Scituate,7/13/20,1,15.7,F,1
Bristol,7/16/20,1,15.7,M,0
Bristol,7/30/20,2,15.7,F,0
Bristol,7/30/20,2,15.7,F,0
Bristol,7/30/20,2,15.7,F,0
Bristol,7/30/20,2,15.7,M,0
Bristol,7/30/20,3,15.7,M,0
Bristol,8/20/20,1,15.7,F,1
Bristol,8/20/20,1,15.7,F,1
Bristol,8/20/20,1,15.7,M,0
Bristol,8/20/20,1,15.7,M,0
Bristol,8/20/20,1,15.7,F,1
Bristol,8/20/20,1,15.7,F,1
Bristol,8/20/20,2,15.7,M,0
Scituate,9/2/20,1,15.7,F,1
Scituate,9/2/20,3,15.7,M,0
Bristol,9/3/20,1,15.7,F,0
Bristol,9/3/20,3,15.7,M,0
Bristol,9/19/20,2,15.7,F,0
Bristol,9/19/20,3,15.7,F,0
Bristol,10/3/20,3,15.7,F,0
Bristol,10/3/20,3,15.7,F,0
Scituate,10/5/20,1,15.7,F,0
Bristol,10/17/20,1,15.7,F,0
Bristol,10/17/20,1,15.7,M,0
Bristol,10/17/20,2,15.7,F,0
Bristol,10/17/20,2,15.7,F,0
Bristol,10/17/20,2,15.7,F,0
Bristol,10/17/20,3,15.7,M,0
Bristol,10/17/20,3,15.7,F,0
Bristol,10/17/20,3,15.7,M,0
Bristol,10/17/20,3,15.7,F,0
Bristol,10/17/20,3,15.7,M,0
Bristol,10/17/20,3,15.7,M,0
Bristol,10/17/20,3,15.7,F,0
Scituate,10/19/20,2,15.7,F,0
Scituate,4/14/20,2,15.6,F,0
Scituate,5/4/20,3,15.6,F,0
Scituate,5/4/20,3,15.6,M,0
Scituate,5/18/20,3,15.6,F,0
Bristol,5/19/20,2,15.6,M,0
Scituate,6/1/20,2,15.6,M,0
Bristol,6/4/20,1,15.6,F,0
Bristol,6/4/20,1,15.6,F,0
Bristol,6/4/20,1,15.6,F,1
Bristol,6/4/20,1,15.6,F,1
Bristol,6/4/20,2,15.6,M,0
Bristol,6/4/20,3,15.6,M,0
Bristol,6/18/20,1,15.6,F,1
Bristol,6/18/20,1,15.6,F,0
Bristol,6/18/20,1,15.6,F,0
Bristol,6/18/20,1,15.6,M,0
Bristol,6/18/20,1,15.6,M,0
Bristol,6/18/20,1,15.6,M,0
Bristol,6/18/20,1,15.6,M,0
Bristol,6/18/20,2,15.6,F,1
Bristol,6/18/20,2,15.6,F,1
Bristol,6/18/20,2,15.6,F,1
Bristol,6/18/20,2,15.6,F,0
Bristol,6/18/20,2,15.6,F,1
Bristol,6/18/20,2,15.6,M,0
Scituate,6/29/20,1,15.6,F,0
Bristol,7/2/20,1,15.6,F,1
Bristol,7/2/20,2,15.6,F,0
Bristol,7/2/20,2,15.6,F,0
Bristol,7/2/20,2,15.6,M,0
Bristol,7/2/20,3,15.6,M,0
Bristol,7/16/20,1,15.6,F,0
Bristol,7/16/20,1,15.6,F,0
Bristol,7/16/20,1,15.6,M,0
Bristol,7/16/20,2,15.6,F,0
Bristol,7/16/20,2,15.6,F,0
Bristol,7/16/20,3,15.6,F,0
Bristol,7/30/20,2,15.6,M,0
Bristol,7/30/20,3,15.6,M,0
Bristol,7/30/20,3,15.6,M,0
Bristol,8/20/20,1,15.6,M,0
Bristol,8/20/20,1,15.6,M,0
Bristol,8/20/20,1,15.6,F,0
Bristol,8/20/20,1,15.6,F,1
Bristol,8/20/20,1,15.6,F,1
Bristol,8/20/20,2,15.6,M,0
Bristol,8/20/20,2,15.6,M,0
Bristol,8/20/20,2,15.6,F,1
Bristol,8/20/20,2,15.6,F,1
Bristol,8/20/20,2,15.6,F,1
Bristol,8/20/20,2,15.6,F,1
Bristol,8/20/20,3,15.6,F,0
Bristol,8/20/20,3,15.6,F,1
Bristol,8/20/20,3,15.6,F,1
Bristol,8/20/20,3,15.6,M,0
Bristol,8/20/20,3,15.6,M,0
Bristol,8/20/20,3,15.6,M,0
Bristol,8/20/20,3,15.6,M,0
Scituate,8/21/20,2,15.6,F,1
Scituate,8/21/20,2,15.6,F,0
Scituate,9/2/20,3,15.6,F,0
Bristol,9/3/20,1,15.6,M,0
Bristol,9/3/20,1,15.6,M,0
Bristol,9/3/20,1,15.6,F,1
Bristol,9/3/20,1,15.6,M,0
Bristol,9/3/20,2,15.6,M,0
Bristol,9/3/20,2,15.6,M,0
Bristol,9/3/20,2,15.6,M,0
Bristol,9/3/20,3,15.6,M,0
Bristol,9/3/20,3,15.6,M,0
Bristol,9/3/20,3,15.6,M,0
Bristol,9/3/20,3,15.6,M,0
Bristol,9/19/20,2,15.6,F,0
Bristol,9/19/20,2,15.6,M,0
Bristol,9/19/20,2,15.6,M,0
Bristol,9/19/20,3,15.6,M,0
Bristol,9/19/20,3,15.6,M,0
Bristol,9/19/20,3,15.6,M,0
Bristol,9/19/20,3,15.6,M,0
Bristol,9/19/20,3,15.6,M,0
Bristol,9/19/20,3,15.6,F,0
Bristol,9/19/20,3,15.6,F,0
Scituate,9/20/20,3,15.6,M,0
Bristol,10/3/20,1,15.6,F,0
Bristol,10/3/20,1,15.6,M,0
Bristol,10/3/20,1,15.6,M,0
Bristol,10/3/20,2,15.6,M,0
Bristol,10/3/20,2,15.6,M,0
Bristol,10/3/20,3,15.6,M,0
Bristol,10/3/20,3,15.6,M,0
Bristol,10/3/20,3,15.6,F,0
Scituate,10/5/20,2,15.6,F,0
Bristol,10/17/20,1,15.6,F,0
Bristol,10/17/20,1,15.6,F,0
Bristol,10/17/20,2,15.6,F,0
Bristol,10/17/20,2,15.6,F,0
Bristol,10/17/20,2,15.6,M,0
Bristol,10/17/20,2,15.6,M,0
Bristol,10/17/20,2,15.6,M,0
Bristol,10/17/20,2,15.6,F,0
Bristol,10/17/20,2,15.6,F,0
Bristol,10/17/20,3,15.6,F,0
Bristol,10/17/20,3,15.6,M,0
Bristol,10/17/20,3,15.6,M,0
Bristol,10/17/20,3,15.6,M,0
Bristol,10/17/20,3,15.6,F,0
Bristol,10/17/20,3,15.6,M,0
Bristol,10/17/20,3,15.6,F,0
Scituate,10/19/20,1,15.6,M,0
Scituate,10/19/20,1,15.6,M,0
Scituate,10/19/20,1,15.6,F,0
Bristol,10/17/20,2,15.6,F,0
Scituate,5/4/20,2,15.5,F,0
Scituate,5/4/20,2,15.5,F,0
Scituate,5/4/20,3,15.5,M,0
Scituate,5/18/20,3,15.5,F,0
Bristol,5/19/20,2,15.5,M,0
Bristol,5/19/20,3,15.5,M,0
Bristol,5/19/20,3,15.5,M,0
Bristol,6/4/20,1,15.5,F,1
Bristol,6/4/20,1,15.5,F,1
Bristol,6/4/20,1,15.5,F,1
